1806,1183
1806,1184
1806,1181
1806,1179
1806,1177
1805,1176
1804,1175
1804,1173
1803,1172
1802,1171
1801,1170
1800,1169
1799,1168
1797,1167
1796,1165
1795,1164
1793,1163
1791,1162
1790,1161
1789,1160
1788,1159
1787,1158
1785,1158
1784,1157
1783,1156
1781,1155
1779,1153
1777,1152
1776,1151
1775,1150
1774,1149
1773,1148
1771,1147
1768,1145
1765,1143
1764,1141
1763,1140
1761,1140
1760,1139
1759,1137
1757,1136
1755,1135
1753,1134
1751,1133
1749,1131
1747,1130
1745,1129
1743,1127
1741,1125
1739,1124
1737,1123
1735,1121
1733,1120
1731,1119
1729,1118
1727,1117
1725,1115
1723,1113
1721,1112
1719,1111
1717,1110
1715,1109
1713,1107
1711,1105
1709,1104
1706,1103
1703,1101
1699,1098
1697,1097
1695,1096
1693,1095
1690,1093
1687,1092
1685,1091
1683,1089
1681,1087
1677,1084
1675,1084
1674,1083
1673,1082
1671,1082
1669,1081
1667,1080
1665,1079
1663,1078
1662,1077
1660,1076
1657,1075
1654,1074
1652,1073
1650,1072
1648,1071
1647,1070
1645,1070
1642,1069
1639,1067
1636,1066
1633,1065
1631,1064
1629,1063
1627,1062
1624,1061
1620,1059
1617,1058
1615,1057
1613,1056
1611,1055
1609,1054
1607,1054
1605,1053
1603,1052
1602,1051
1600,1050
1596,1049
1593,1048
1591,1048
1589,1047
1587,1046
1583,1044
1581,1043
1579,1042
1576,1041
1574,1039
1572,1038
1569,1038
1567,1037
1565,1035
1563,1034
1560,1034
1556,1033
1552,1031
1549,1030
1547,1030
1545,1030
1543,1029
1540,1027
1537,1026
1534,1025
1531,1024
1529,1023
1527,1022
1525,1021
1521,1019
1519,1018
1517,1018
1514,1018
1512,1017
1510,1015
1507,1014
1505,1013
1503,1012
1501,1011
1499,1010
1496,1010
1493,1009
1491,1008
1489,1007
1487,1006
1485,1006
1483,1005
1483,1005
1477,1002
1474,1002
1471,1001
1469,1000
1467,1000
1465,999
1463,998
1461,997
1459,996
1457,995
1455,994
1452,993
1449,992
1447,991
1444,990
1442,989
1440,988
1437,988
1434,987
1431,985
1425,982
1423,981
1421,980
1419,979
1417,978
1415,977
1413,976
1411,976
1409,975
1407,973
1405,972
1403,972
1401,971
1399,969
1397,968
1395,967
1393,966
1391,965
1389,964
1387,963
1385,962
1383,962
1382,961
1381,960
1379,959
1377,957
1375,956
1374,955
1373,953
1371,952
1369,951
1368,949
1367,948
1365,947
1364,945
1363,943
1360,941
1359,938
1357,937
1355,935
1353,933
1351,931
1350,929
1349,928
1348,927
1347,925
1345,923
1344,921
1343,919
1342,917
1342,915
1341,914
1340,913
1339,911
1338,909
1337,907
1336,905
1335,903
1334,901
1333,900
1332,899
1332,897
1331,895
1329,893
1328,891
1327,889
1326,887
1326,885
1326,883
1325,882
1324,881
1324,879
1324,877
1324,875
1323,873
1322,871
1322,869
1322,867
1322,865
1322,863
1322,861
1322,859
1322,857
1322,855
1322,853
1322,851
1322,849
1322,847
1322,845
1322,843
1322,841
1322,839
1322,837
1322,835
1322,833
1322,831
1322,829
1322,827
1322,825
1322,823
1324,821
1326,818
1326,815
1327,813
1328,811
1328,809
1329,806
1330,803
1330,800
1331,797
1332,795
1332,793
1332,791
1332,789
1332,787
1333,786
1334,785
1334,783
1335,781
1336,779
1336,777
1337,775
1338,772
1338,769
1340,767
1340,765
1340,763
1340,761
1341,759
1342,757
1342,755
1343,754
1344,753
1344,751
1345,750
1347,749
1348,747
1348,745
1349,743
1351,741
1352,739
1353,738
1354,737
1355,735
1357,734
1358,733
1359,731
1360,729
1361,728
1362,727
1363,726
1364,725
1365,723
1367,721
1368,719
1369,717
1370,715
1371,713
1373,711
1374,709
1377,707
1379,705
1380,703
1381,702
1382,701
1383,700
1385,699
1387,696
1389,693
1391,692
1392,691
1396,687
1396,685
1397,684
1399,683
1401,682
1403,681
1404,679
1405,677
1407,675
1409,673
1411,672
1413,671
1415,669
1417,667
1419,666
1421,665
1423,664
1425,663
1425,663
1427,660
1429,659
1431,658
1433,657
1435,655
1437,654
1438,653
1439,651
1441,650
1443,649
1445,648
1447,647
1449,646
1451,645
1453,644
1455,643
1457,642
1459,641
1461,639
1463,638
1465,637
1467,635
1469,634
1471,634
1473,633
1477,632
1479,631
1481,629
1483,628
1485,627
1487,625
1489,624
1492,624
1494,623
1496,622
1499,622
1501,621
1503,620
1505,620
1508,619
1512,617
1515,616
1518,615
1521,614
1523,614
1525,613
1527,612
1529,612
1532,611
1535,609
1537,608
1540,608
1543,608
1545,607
1547,606
1549,605
1552,604
1555,604
1557,603
1559,602
1562,602
1565,601
1567,599
1569,598
1572,598
1576,598
1580,597
1584,595
1587,594
1590,594
1593,594
1595,594
1598,594
1600,593
1601,592
1603,592
1605,591
1608,590
1611,590
1614,589
1617,588
1619,588
1621,588
1623,588
1626,587
1629,586
1631,586
1633,586
1636,585
1639,584
1641,584
1644,584
1647,584
1649,584
1651,584
1654,583
1657,582
1659,582
1662,582
1665,582
1668,582
1672,582
1677,582
1679,581
1682,580
1685,580
1687,580
1689,580
1691,580
1694,580
1697,580
1699,580
1702,580
1705,579
1709,578
1711,578
1713,578
1715,578
1717,578
1720,578
1723,578
1725,578
1727,578
1729,578
1732,578
1735,578
1737,578
1740,578
1743,578
1745,578
1747,578
1749,578
1752,578
1755,578
1757,578
1759,578
1761,578
1764,578
1768,578
1771,578
1773,578
1775,578
1777,578
1779,578
1781,578
1783,578
1785,578
1787,578
1789,578
1792,578
1796,578
1799,578
1801,578
1803,578
1805,578
1807,578
1809,578
1812,578
1815,578
1817,578
1819,578
1821,580
1826,582
1829,582
1832,582
1835,582
1837,583
1839,584
1841,584
1844,584
1848,584
1851,584
1853,584
1856,585
1859,586
1862,586
1865,586
1867,586
1870,587
1873,588
1875,588
1878,588
1881,589
1883,590
1886,590
1890,591
1893,592
1895,592
1900,593
1903,594
1906,595
1910,596
1913,596
1915,596
1917,596
1920,597
1924,598
1928,598
1930,599
1932,600
1942,602
1945,603
1948,604
1951,604
1953,604
1956,605
1960,607
1963,608
1966,608
1969,609
1972,610
1976,611
1979,612
1989,615
1992,616
1996,616
1999,617
2002,619
2005,620
2008,621
2011,622
2014,622
2018,623
2021,625
2023,626
2026,627
2030,628
2036,630
2039,631
2041,632
2044,633
2047,634
2050,635
2053,636
2056,637
2059,638
2062,639
2065,641
2067,642
2070,643
2073,645
2076,646
2079,648
2082,650
2085,651
2088,652
2091,653
2095,656
2098,657
2101,659
2104,661
2107,663
2110,664
2113,665
2115,666
2117,668
2119,670
2122,672
2125,674
2128,675
2131,677
2133,679
2136,681
2139,683
2141,684
2144,686
2147,689
2149,691
2152,694
2155,697
2157,699
2159,701
2161,703
2164,705
2167,707
2169,709
2172,711
2175,713
2177,716
2179,718
2182,720
2186,724
2189,727
2191,729
2193,731
2195,733
2197,735
2199,737
2202,739
2205,741
2207,744
2209,747
2211,749
2213,751
2215,753
2218,755
2221,758
2223,762
2225,765
2227,767
2230,769
2234,774
2238,778
2240,781
2241,783
2243,785
2245,788
2247,791
2249,793
2251,796
2253,798
2255,800
2257,803
2258,805
2259,807
2261,809
2263,812
2265,815
2268,818
2270,821
2271,823
2273,826
2274,829
2275,831
2277,834
2279,837
2280,839
2281,842
2283,845
2285,848
2286,851
2287,854
2289,857
2291,860
2293,864
2294,867
2295,869
2297,872
2298,875
2299,878
2301,881
2302,884
2303,887
2305,890
2307,894
2308,897
2309,900
2311,903
2313,906
2314,909
2315,912
2317,916
2319,923
2320,926
2321,929
2323,932
2324,936
2325,940
2326,944
2327,947
2328,949
2329,952
2330,956
2331,960
2332,963
2332,966
2334,970
2336,973
2337,976
2338,980
2339,983
2340,986
2340,990
2340,994
2341,997
